Drug Protein Probability
364 460 0.996896
364 461 0.96490985
364 609 0.9075569
365 27 0.9027475
367 27 0.98147786
367 151 0.9278225
367 165 0.993129
367 195 0.9312589
367 443 0.9982975
367 461 0.9935262
368 27 0.9830489
368 50 0.947981
368 109 0.99932146
368 151 0.9977665
368 186 0.9578302
368 257 0.9822146
368 289 0.90865976
368 375 0.97177315
368 381 0.9597864
368 408 0.915534
368 431 0.9896401
368 436 0.90386075
368 462 0.9521646
368 1165 0.91565293
368 1169 0.97748613
368 1170 0.9268663
368 1389 0.95344007
369 50 0.94859856
369 68 0.92883366
369 116 0.9139405
369 257 0.91748863
369 279 0.9459292
369 289 0.9792221
369 323 0.99604106
369 395 0.9094893
369 424 0.9215827
369 458 0.9298139
369 460 0.9995172
369 609 0.9977482
369 739 0.96236813
369 855 0.93873256
369 989 0.9411547
369 1164 0.95278066
369 1203 0.96745235
370 50 0.93721884
370 125 0.90958613
370 165 0.98787284
370 195 0.9681786
370 328 0.9396533
370 329 0.9921079
370 461 0.99096805
370 462 0.9252556
371 120 0.99215466
371 165 0.9789757
371 247 0.96366704
371 257 0.9908354
371 431 0.99197
371 460 0.99196166
371 1379 0.92907214
372 27 0.9726552
372 50 0.9104903
372 151 0.973825
372 166 0.9479072
372 279 0.9411975
372 280 0.96651655
372 289 0.9865146
372 310 0.9757928
372 766 0.9283161
373 50 0.955309
373 151 0.92813647
373 165 0.91594
373 244 0.9742536
373 460 0.9403977
374 165 0.9620686
374 195 0.9744523
374 327 0.9902138
374 1171 0.9286017
375 11 0.9952049
375 13 0.9994247
375 27 0.9993389
375 50 0.99739456
375 84 0.9619076
375 151 0.9991487
375 165 0.9937889
375 190 0.98849815
375 233 0.97270375
375 244 0.9200093
375 247 0.9944419
375 279 0.99982625
375 323 0.99632794
375 359 0.99912685
375 363 0.98323894
375 365 0.9668309
375 431 0.96958387
375 436 0.9823653
375 443 0.9993253
375 461 0.99755543
375 572 0.9144506
375 988 0.96868646
375 989 0.99521375
375 994 0.97050166
375 999 0.97327304
375 1035 0.9202282
375 1059 0.90587354
376 27 0.9507817
376 99 0.99406
376 109 0.99968493
376 289 0.9963291
376 329 0.9987231
376 408 0.95600986
376 460 0.9395597
377 122 0.9289279
377 165 0.96226954
377 242 0.9380626
377 310 0.9551207
377 359 0.9656554
377 363 0.9112378
377 367 0.9948431
377 436 0.9302242
377 460 0.9015423
377 461 0.96374464
378 494 0.9336164
379 7 0.9262501
379 11 0.99459165
379 50 0.9569757
379 100 0.9933395
379 151 0.97046787
379 184 0.99898046
379 195 0.9729455
379 224 0.9875
379 233 0.9164889
379 279 0.9998247
379 323 0.99745494
379 327 0.9334995
379 331 0.98695
379 367 0.9927989
379 431 0.99988115
379 461 0.9625673
379 462 0.92297846
379 956 0.90915847
379 986 0.93715286
379 989 0.9979462
379 990 0.92535055
380 50 0.9864457
380 84 0.951845
380 165 0.9979607
380 461 0.99204165
380 547 0.93466
381 50 0.9929068
381 99 0.9982161
381 165 0.9996221
381 195 0.9156226
381 244 0.94822305
381 289 0.9833883
381 310 0.9197506
381 329 0.9233191
381 375 0.98569804
381 462 0.9518717
382 84 0.98502153
382 100 0.9010938
382 151 0.9220891
382 184 0.9679593
382 274 0.9260425
382 279 0.96145153
382 290 0.9359409
382 461 0.9907828
382 697 0.977992
382 1170 0.9157567
383 11 0.9845009
383 72 0.90081084
383 84 0.9765023
383 99 0.9264118
383 109 0.9023938
383 151 0.9280323
383 222 0.98275375
383 224 0.9263398
383 233 0.9977568
383 279 0.9772753
383 323 0.9283227
383 327 0.96677554
383 375 0.9312953
383 443 0.9832448
383 460 0.9062189
383 461 0.999765
383 547 0.9410575
383 697 0.995545
383 925 0.9603116
383 988 0.91727144
383 990 0.9478535
383 1149 0.90931225
384 11 0.9341589
384 27 0.93285084
384 49 0.99397117
384 50 0.99617296
384 151 0.9663404
384 184 0.91326576
384 279 0.988111
384 289 0.9339635
384 303 0.91132194
384 327 0.95052487
384 436 0.95712245
384 461 0.9952181
384 1149 0.9303335
385 11 0.97162163
385 74 0.99483716
385 100 0.9911247
385 120 0.93437743
385 140 0.96663964
385 257 0.9051191
385 323 0.93353236
386 443 0.97827166
388 257 0.9691413
389 13 0.9667643
389 84 0.9993593
389 165 0.9007386
389 166 0.99322444
389 190 0.92327255
389 195 0.94180274
389 244 0.91038007
389 279 0.9998988
389 280 0.9348651
389 289 0.9598783
389 310 0.9916164
389 323 0.9404364
389 329 0.9949181
389 363 0.98505175
389 375 0.9505752
389 408 0.9200545
389 431 0.9932296
389 436 0.9562948
389 462 0.99207014
389 494 0.9930427
389 557 0.9240005
389 697 0.9706561
389 1012 0.9179127
390 84 0.9818382
390 100 0.96312183
390 151 0.9541875
390 165 0.9650644
390 166 0.9629963
390 310 0.98099005
390 323 0.989537
390 329 0.97310716
390 422 0.96074635
390 460 0.966301
390 461 0.9796693
390 728 0.90285605
390 1167 0.9643038
391 460 0.960095
392 68 0.99902356
392 74 0.999097
392 242 0.93382365
392 784 0.9396207
392 1203 0.96974474
393 13 0.9981527
393 224 0.997343
393 427 0.9152789
393 441 0.9490691
393 460 0.9932054
394 125 0.9005528
394 257 0.9834464
394 279 0.9396063
394 289 0.9640449
394 323 0.98629606
394 427 0.99302316
394 436 0.9948671
394 441 0.9752887
394 460 0.9993899
394 461 0.9861626
394 494 0.95359635
394 990 0.90538377
395 11 0.9926282
395 109 0.9314599
395 165 0.9763642
395 310 0.9416702
395 395 0.94698477
395 460 0.97980464
395 461 0.98999435
395 1151 0.9006955
397 11 0.9989347
397 27 0.9927303
397 49 0.9079721
397 116 0.9856464
397 120 0.9629744
397 140 0.99877626
397 151 0.9677697
397 195 0.9914854
397 233 0.92241406
397 247 0.9585627
397 279 0.99947935
397 289 0.94470584
397 310 0.98016
397 323 0.92054945
397 363 0.96123195
397 375 0.9147231
397 436 0.90950173
397 443 0.95086455
397 462 0.99147415
397 494 0.9286311
397 917 0.90799785
397 923 0.9960841
397 925 0.9889942
397 986 0.932996
397 1156 0.9015858
398 50 0.93122935
398 233 0.9561826
398 279 0.9252005
398 431 0.995817
398 461 0.9700651
398 462 0.9408335
399 165 0.9454485
399 461 0.98877513
401 427 0.9748386
402 27 0.99431014
402 50 0.98748314
402 109 0.9388432
402 125 0.99143785
402 165 0.9339431
402 222 0.96373945
402 310 0.9934117
402 323 0.9757572
402 327 0.97182107
402 461 0.9793109
402 697 0.91700965
403 427 0.9523753
405 99 0.92557627
405 120 0.98745024
405 165 0.98715615
406 99 0.9584845
406 109 0.9916996
406 279 0.9327303
406 310 0.9817754
407 99 0.94220465
407 184 0.9551071
407 222 0.9752574
407 233 0.9827639
408 165 0.9938776
408 310 0.93009204
408 461 0.9815834
409 49 0.9427358
410 279 0.93979084
410 443 0.9274436
410 460 0.9783226
411 50 0.9826082
411 99 0.98634607
411 109 0.99721307
411 165 0.9696676
411 222 0.9447736
411 279 0.9730757
411 323 0.99177825
411 431 0.9760216
411 989 0.9932546
411 990 0.9790973
412 50 0.9840485
412 99 0.9406417
412 233 0.96962947
413 462 0.9077668
414 13 0.96952593
414 50 0.9852498
414 84 0.92292637
414 109 0.9978453
414 165 0.9229438
414 176 0.96433985
414 244 0.9528934
414 249 0.9806567
414 323 0.9865427
414 359 0.9792275
414 380 0.9659761
414 941 0.95425916
414 1167 0.9274187
416 50 0.9864178
416 84 0.95070606
416 233 0.9856575
416 461 0.99011266
417 233 0.9869228
418 11 0.96446246
418 13 0.971447
418 50 0.98459506
418 165 0.9716646
419 11 0.9327791
419 165 0.9401489
419 166 0.9473316
419 310 0.97383875
419 375 0.9249675
419 424 0.9557139
419 436 0.9860406
419 461 0.9889231
420 68 0.9246873
420 120 0.91515326
420 151 0.936014
420 165 0.99387425
420 166 0.97534615
420 460 0.9795893
421 50 0.97233844
421 249 0.9136945
421 280 0.98283494
421 303 0.9905935
421 310 0.97690946
421 436 0.9715181
421 494 0.99636614
421 859 0.99453187
421 917 0.95113224
421 986 0.90992856
421 1167 0.9778401
421 1170 0.9780815
423 151 0.98596364
423 186 0.9563741
423 323 0.98242295
423 327 0.9960381
424 13 0.9888799
424 84 0.96044225
424 102 0.9222
424 109 0.999724
424 165 0.9349614
424 166 0.9039016
424 202 0.93074715
424 257 0.98266983
424 279 0.9696283
424 289 0.9796554
424 310 0.97327524
424 329 0.9880305
424 375 0.9839162
424 408 0.9647908
424 436 0.9809008
424 462 0.99490863
424 494 0.9070953
424 917 0.9276458
424 1042 0.9034693
424 1174 0.9277582
425 11 0.9643232
425 34 0.9924886
425 84 0.91058975
425 125 0.9750471
425 140 0.99957484
425 151 0.9744659
425 165 0.9969901
425 195 0.9989496
425 224 0.9975835
425 243 0.90406156
425 274 0.96435493
425 280 0.96834195
425 289 0.93504506
425 323 0.99434537
425 327 0.997491
425 329 0.9910024
425 347 0.9397415
425 367 0.93871534
425 427 0.93811876
425 436 0.98306954
425 443 0.911673
425 547 0.9062119
425 743 0.9395839
425 923 0.9974402
425 1167 0.94730204
426 68 0.9793118
426 72 0.9613863
426 74 0.9323781
426 427 0.9196848
426 461 0.92417437
426 647 0.98187274
427 151 0.95431226
427 165 0.99799097
427 462 0.9705666
428 27 0.9611485
428 50 0.99319506
428 100 0.9506011
428 151 0.9974185
428 165 0.98464876
428 195 0.986999
428 279 0.948058
428 303 0.9967892
428 310 0.94465166
428 328 0.98071975
428 329 0.92578775
428 381 0.93665516
428 422 0.9826377
428 917 0.97318494
428 923 0.93791056
428 989 0.94215626
428 994 0.95430154
428 1138 0.9211767
428 1170 0.9835881
429 13 0.9066387
429 27 0.9766867
429 49 0.9010693
429 68 0.9840973
429 165 0.97264284
429 244 0.96252596
429 247 0.9257102
429 289 0.99979
429 310 0.97478175
429 321 0.9243028
429 329 0.92819214
429 375 0.98301905
429 395 0.94959754
429 408 0.952848
429 424 0.9543408
429 431 0.9976598
429 451 0.93041867
429 460 0.9739242
430 140 0.9911015
430 166 0.91786635
430 224 0.9952036
430 274 0.9935569
430 375 0.98846215
430 422 0.9393988
430 461 0.9608914
430 462 0.99859554
432 11 0.9168182
432 17 0.9677651
432 27 0.99514633
432 84 0.9927441
432 151 0.9948796
432 165 0.99615663
432 289 0.965689
432 453 0.9348308
432 697 0.98906964
432 989 0.92299044
432 999 0.9773154
433 50 0.99199307
433 151 0.9601231
433 289 0.98520744
433 310 0.9243266
433 329 0.98521394
433 408 0.96225375
433 431 0.9865262
433 476 0.98325795
433 1170 0.9093299
434 11 0.99111557
434 27 0.9189132
434 49 0.9635413
434 84 0.9598882
434 91 0.9087908
434 99 0.92094195
434 116 0.91209096
434 145 0.99828583
434 151 0.96087986
434 165 0.99713635
434 166 0.9024488
434 186 0.9935363
434 187 0.93616307
434 224 0.9938638
434 247 0.9651228
434 290 0.93076664
434 291 0.9784298
434 310 0.96333593
434 318 0.9854844
434 327 0.95902234
434 347 0.92058396
434 375 0.9989698
434 429 0.9257162
434 431 0.9949992
434 461 0.91056556
434 462 0.99875295
434 569 0.91126084
434 657 0.9651477
434 860 0.90535915
434 917 0.92787236
434 1007 0.9618861
434 1046 0.9529517
434 1067 0.9433239
435 11 0.99160063
435 50 0.99959403
435 120 0.9822202
435 257 0.96097296
435 460 0.9735995
437 50 0.9963504
437 264 0.9847466
437 375 0.90698206
437 462 0.9174805
438 11 0.93360263
438 61 0.98785096
438 109 0.99592763
438 195 0.99694127
438 257 0.91898036
438 312 0.94190204
438 327 0.94030464
438 443 0.9740491
438 460 0.99034685
439 460 0.9808357
439 461 0.9346493
440 151 0.9806433
440 165 0.96649677
440 431 0.94705105
442 27 0.9961051
442 151 0.97296256
442 176 0.91222477
442 195 0.94152
442 279 0.9841517
442 310 0.92200935
442 328 0.9892652
442 329 0.99524
442 427 0.9718845
442 988 0.9369206
443 27 0.9845583
443 165 0.98411316
443 166 0.90860665
443 279 0.99819297
443 369 0.9743517
443 461 0.9605875
443 462 0.9738481
444 50 0.9918184
444 224 0.941598
444 431 0.9554158
444 460 0.99812454
445 50 0.99581784
445 68 0.9965184
445 74 0.99740654
445 99 0.984602
445 116 0.9836646
445 125 0.99337196
445 139 0.9375551
445 247 0.9470179
445 257 0.9148069
445 318 0.9923414
445 375 0.9228829
445 381 0.92735964
445 424 0.9481418
445 427 0.99926525
445 428 0.90744424
445 460 0.9901508
445 609 0.9846827
445 855 0.9669326
447 11 0.937866
447 50 0.9757951
447 166 0.9813782
447 244 0.9116113
447 280 0.9188187
447 347 0.9836437
447 375 0.98446643
447 427 0.9745139
449 99 0.9672995
449 109 0.98987085
449 431 0.928376
450 13 0.97865444
450 165 0.9997962
450 224 0.97077245
450 257 0.9338683
450 323 0.9988306
450 395 0.9553354
450 431 0.99483716
450 443 0.90301144
450 461 0.9514592
451 11 0.97311515
451 151 0.9281185
452 99 0.96162015
452 109 0.9605395
452 151 0.93556607
452 165 0.95006776
452 310 0.9324308
452 323 0.9756463
452 329 0.9176461
452 461 0.96738327
455 50 0.9964097
455 274 0.9253972
456 50 0.98744375
456 109 0.92218256
456 140 0.9625414
456 165 0.99768686
456 166 0.9349805
456 195 0.99342716
456 224 0.91986835
456 257 0.94160646
456 274 0.95156157
456 289 0.992006
456 310 0.9342586
456 369 0.98046345
456 436 0.995956
457 165 0.94563586
457 395 0.98992306
458 50 0.97559005
458 999 0.97458977
459 50 0.9996246
459 116 0.9930101
459 151 0.9919546
459 988 0.93576884
460 99 0.9541415
460 279 0.96037406
460 289 0.9221063
460 310 0.9262465
460 461 0.99824774
461 165 0.96993005
461 166 0.9659651
461 195 0.9754259
461 224 0.9901541
461 289 0.9776589
461 431 0.9782081
461 436 0.9922178
461 462 0.9551645
461 989 0.9093165
462 27 0.90296984
462 50 0.9894282
462 109 0.9801673
462 195 0.9756589
462 460 0.93344676
462 1170 0.923172
463 27 0.9909032
463 166 0.983845
463 310 0.96434826
463 443 0.9398227
463 462 0.9400792
464 11 0.9842912
464 50 0.911045
464 74 0.9495004
464 395 0.9374618
465 395 0.95153826
466 244 0.9257071
467 46 0.9584791
467 50 0.9997669
467 460 0.92456055
469 100 0.91367525
469 381 0.9666178
470 109 0.9747859
470 151 0.9956119
470 165 0.97382236
470 310 0.9946017
470 323 0.9825096
470 381 0.93638617
470 431 0.9994199
470 453 0.9843592
470 460 0.991355
470 461 0.99178666
470 989 0.99489886
470 999 0.92114323
470 1016 0.911419
471 310 0.96194404
472 74 0.98335534
473 27 0.9727419
473 224 0.9646287
473 279 0.98085093
473 327 0.94134915
473 375 0.92615485
473 443 0.94766146
473 462 0.9400723
473 989 0.93236613
474 13 0.97901946
474 27 0.99735236
474 165 0.971274
474 247 0.94312006
474 279 0.9668491
474 395 0.95932376
475 327 0.9904799
476 99 0.9514571
476 151 0.99293923
476 165 0.9433496
476 280 0.92472404
476 460 0.9991116
476 989 0.9479314
477 13 0.9367042
477 27 0.9341727
477 165 0.9012912
477 1167 0.95525795
478 34 0.90742904
478 50 0.99634933
478 68 0.9915541
478 122 0.95758027
478 125 0.95898414
478 165 0.92784595
478 166 0.9746045
478 233 0.98981327
478 257 0.9995702
478 279 0.9013854
478 289 0.9511611
478 323 0.9872493
478 327 0.99822384
478 363 0.97361237
478 375 0.9527942
478 395 0.99645126
478 419 0.9402298
478 441 0.91756934
478 460 0.9997385
478 461 0.99867505
478 547 0.95449305
478 697 0.94850826
478 723 0.9772405
478 989 0.97034776
478 995 0.93083483
478 1167 0.9979297
479 50 0.9962232
479 195 0.9080831
479 279 0.9730849
479 431 0.9792894
479 1171 0.9458567
480 11 0.99835384
480 195 0.96134675
481 165 0.9861968
481 195 0.95861053
481 323 0.99463505
482 122 0.9013574
482 375 0.99138886
482 436 0.98010296
483 99 0.96724296
484 84 0.97258943
484 165 0.9712106
484 224 0.99612087
484 279 0.9846036
484 331 0.9455593
484 369 0.95176667
484 460 0.9986249
484 461 0.975896
484 990 0.9535365
485 68 0.9370648
485 233 0.93600553
485 460 0.9915696
485 1503 0.95307785
486 116 0.9394989
486 166 0.994069
486 395 0.9827675
487 11 0.9605673
487 13 0.98323005
487 27 0.969725
487 50 0.9995546
487 84 0.97369313
487 99 0.9582694
487 109 0.9908471
487 146 0.92956454
487 176 0.9969421
487 222 0.9728233
487 224 0.9257803
487 233 0.91868484
487 257 0.929107
487 279 0.93450654
487 289 0.9101354
487 310 0.93568426
487 323 0.9852958
487 375 0.9861444
487 414 0.91295385
487 989 0.98497415
488 120 0.9616496
488 151 0.9349862
488 460 0.9266356
489 151 0.9854466
489 165 0.97108465
489 244 0.98594505
489 279 0.9938963
489 443 0.97544855
489 461 0.9343326
490 27 0.9100764
490 50 0.9996382
490 195 0.90748423
490 274 0.98997563
490 323 0.96811444
490 367 0.9801822
490 436 0.9526207
490 460 0.97803724
491 244 0.91210306
492 50 0.99210984
492 140 0.99262685
492 165 0.9540928
492 224 0.90333647
492 316 0.932666
492 431 0.9385515
493 50 0.997511
493 195 0.92435026
493 264 0.9289962
493 291 0.9477579
493 303 0.97487485
493 859 0.9571551
493 917 0.9831524
493 1171 0.9911521
495 74 0.96521455
495 257 0.9620999
495 427 0.9981943
496 50 0.9927983
496 184 0.9000298
496 186 0.9482268
496 461 0.92200875
497 68 0.98461074
497 72 0.96240634
497 74 0.9988325
497 100 0.9314343
497 139 0.96647525
497 151 0.98783803
497 195 0.9446504
497 224 0.91004664
497 427 0.9706342
497 460 0.99623376
497 573 0.99163145
497 615 0.97449344
497 648 0.9186326
497 662 0.9954978
497 1203 0.97511035
497 1503 0.9470224
498 424 0.904004
499 103 0.9153571
499 303 0.92454994
500 11 0.99790764
500 24 0.92467743
500 27 0.99090916
500 49 0.996798
500 50 0.9532937
500 74 0.93400335
500 83 0.94096774
500 99 0.9855487
500 109 0.9653478
500 120 0.9209206
500 139 0.9926206
500 140 0.98864824
500 151 0.9996025
500 165 0.9895309
500 190 0.95366454
500 195 0.99990594
500 233 0.9668463
500 257 0.9872837
500 279 0.9997044
500 280 0.95409465
500 285 0.9492557
500 289 0.9994555
500 303 0.9901534
500 310 0.9243954
500 318 0.99243414
500 323 0.99749607
500 328 0.9526741
500 329 0.9976942
500 363 0.9626143
500 365 0.932646
500 369 0.9387936
500 395 0.98795205
500 427 0.9944186
500 431 0.9783035
500 436 0.9967782
500 460 0.9429565
500 461 0.9711509
500 462 0.9169516
500 510 0.92916554
500 606 0.9550976
500 697 0.98530734
500 853 0.93969357
500 986 0.9218663
500 988 0.96251965
500 989 0.9995943
500 1170 0.9987243
501 165 0.9726221
501 460 0.9991123
502 195 0.94329107
503 68 0.9588311
503 74 0.9846501
503 359 0.9664736
503 461 0.9780815
505 61 0.9545527
505 303 0.9965403
505 461 0.9571345
505 513 0.939032
505 1171 0.96697
506 100 0.90659946
506 116 0.9860436
506 151 0.9872694
506 274 0.9003972
506 279 0.95398515
506 289 0.99910283
506 310 0.95465565
506 347 0.98682505
506 408 0.97497606
506 1169 0.92335194
506 1170 0.9773237
506 1171 0.91563374
507 13 0.9784466
507 46 0.92810065
507 99 0.9354172
507 109 0.99959344
507 151 0.9975199
507 165 0.9014378
507 247 0.96410817
507 279 0.9899095
507 289 0.99482393
507 375 0.9843471
507 431 0.99992836
507 461 0.980569
507 462 0.9769156
507 989 0.9939336
508 329 0.9621793
509 11 0.9113669
509 50 0.90024877
509 107 0.94196564
509 109 0.91254795
509 195 0.99150676
509 244 0.91667074
509 327 0.9352978
509 375 0.9885194
509 462 0.93989784
509 547 0.9288901
509 815 0.9463887
510 50 0.9340809
510 68 0.90943533
510 74 0.986678
510 242 0.9551335
510 257 0.9272239
510 327 0.91665953
510 427 0.99323916
510 460 0.9647088
511 460 0.92703867
512 109 0.9980247
512 116 0.9705109
512 184 0.9842494
512 207 0.91031945
512 279 0.99183357
512 431 0.9226633
512 443 0.9586479
513 13 0.9945181
514 195 0.9752984
515 74 0.97772026
515 120 0.91985285
515 140 0.98638064
517 165 0.952736
517 195 0.9141041
517 375 0.9841076
517 462 0.9316716
519 11 0.9908742
519 50 0.9969193
519 109 0.99207073
519 312 0.96869165
519 375 0.9377584
519 436 0.9784151
520 310 0.9007265
521 436 0.9791988
522 14 0.9896534
522 114 0.9434991
522 120 0.9131679
522 139 0.96568245
522 184 0.9968772
522 222 0.90859824
522 233 0.99448293
522 241 0.96539724
522 279 0.9869485
522 289 0.93078977
522 427 0.96669275
522 431 0.9635886
522 443 0.9627167
522 460 0.90721226
522 461 0.99790907
522 487 0.9672464
522 636 0.9398911
522 784 0.9554998
522 894 0.9398318
522 989 0.9449588
522 1240 0.993822
523 151 0.98042417
523 257 0.99606824
523 274 0.92568403
523 316 0.96412337
523 323 0.96292955
524 27 0.99711394
524 125 0.9807967
524 140 0.9907782
524 151 0.9925851
524 165 0.9732267
524 166 0.995135
524 176 0.9393489
524 224 0.93349963
524 233 0.9833399
524 279 0.9986337
524 289 0.9497785
524 310 0.99764425
524 320 0.9117063
524 323 0.91885823
524 331 0.98186123
524 359 0.9312952
524 375 0.9984207
524 402 0.92223895
524 431 0.99002403
524 443 0.94938165
524 453 0.9377701
524 460 0.90490395
524 462 0.98270804
524 494 0.96368754
524 999 0.96326417
524 1151 0.93290156
525 7 0.9611386
525 12 0.96829134
525 13 0.94715476
525 49 0.9987808
525 74 0.92326456
525 84 0.96554893
525 109 0.99308443
525 125 0.95123655
525 165 0.9904197
525 176 0.9006373
525 197 0.9920746
525 222 0.910513
525 244 0.99585164
525 249 0.97313505
525 310 0.97847074
525 329 0.93101656
525 331 0.97772753
525 359 0.9454664
525 395 0.9999169
525 443 0.99968874
525 460 0.96724015
525 461 0.9841452
525 476 0.9030228
525 494 0.9018238
525 495 0.94179
525 858 0.9476367
525 988 0.96793246
525 989 0.9206652
525 995 0.991553
525 1164 0.9609472
525 1171 0.9943421
526 61 0.9885132
527 289 0.9422407
527 461 0.94389
528 99 0.9851276
528 329 0.9080805
529 7 0.9543621
529 100 0.96225125
529 151 0.97529763
529 242 0.99572194
529 289 0.9703396
529 431 0.98602825
529 697 0.9614449
529 989 0.94174516
529 1170 0.9219387
530 27 0.9886509
530 99 0.9355722
530 165 0.9758532
530 233 0.94663393
530 242 0.9311968
530 431 0.9032461
530 460 0.9924062
530 988 0.93722236
531 11 0.99680626
531 50 0.9993074
531 109 0.9128388
531 165 0.92210394
531 166 0.9567506
531 233 0.91530776
531 247 0.96363664
531 277 0.94276744
531 290 0.94053423
531 327 0.96589935
531 359 0.91291213
531 436 0.9073029
531 494 0.9079077
531 547 0.9943961
533 27 0.9373093
533 84 0.92560846
533 224 0.9101331
533 312 0.90906054
533 443 0.9787717
533 562 0.9885106
534 990 0.9693512
535 151 0.97421545
535 367 0.95668507
535 436 0.942023
536 27 0.95031476
536 139 0.9194193
536 140 0.9132296
536 310 0.96330345
537 303 0.95900536
537 327 0.9146526
537 1170 0.93116236
538 27 0.90313286
538 50 0.9246978
538 100 0.9925247
538 151 0.9891221
538 165 0.999418
538 176 0.9895231
538 249 0.9580786
538 257 0.9045041
538 289 0.97592837
538 310 0.95518506
538 323 0.9832771
538 327 0.9533031
538 328 0.93039274
538 331 0.976923
538 347 0.98710465
538 367 0.99408925
538 431 0.9522946
538 436 0.9167196
538 941 0.9357722
538 988 0.95687854
538 999 0.9684521
539 257 0.9206874
539 359 0.9280061
540 50 0.95000494
540 68 0.96772176
540 120 0.99809796
540 151 0.99767405
540 184 0.91495806
540 327 0.97612804
540 328 0.9357733
540 461 0.9605785
540 697 0.9817825
540 989 0.95010436
541 27 0.92290676
541 50 0.98436004
541 109 0.99029654
541 233 0.94015634
541 279 0.9962165
541 310 0.9863685
541 323 0.9963924
541 359 0.90743196
542 68 0.944463
542 116 0.91733146
542 244 0.9070894
542 257 0.93281174
542 310 0.96733254
542 367 0.92535675
542 427 0.92770046
542 460 0.986231
543 27 0.958886
543 49 0.90235305
543 165 0.9700804
543 224 0.9171855
543 274 0.98621434
543 327 0.9473013
543 461 0.9788983
545 50 0.9905759
545 151 0.98312896
545 327 0.9609592
545 1168 0.9362452
546 11 0.9421535
546 116 0.9758673
546 224 0.93086785
546 310 0.9380175
546 436 0.9898671
547 7 0.9693895
547 13 0.9665482
547 50 0.9631565
547 74 0.96724385
547 151 0.9609211
547 202 0.90136504
547 257 0.97810715
547 279 0.9754817
547 280 0.9788759
547 310 0.99565434
547 367 0.915433
547 424 0.96258557
547 436 0.9025623
547 462 0.98100877
547 494 0.9704981
547 1149 0.97014064
547 1152 0.9362522
547 1206 0.9827776
547 1221 0.9393979
548 460 0.92434955
549 11 0.9477973
549 151 0.93597776
549 195 0.9857846
549 244 0.92715794
549 999 0.94717234
550 27 0.9014225
550 151 0.9977023
550 166 0.90936506
550 233 0.9072202
550 257 0.9976526
550 280 0.9866464
550 310 0.94288844
550 424 0.95711535
550 436 0.9887822
550 460 0.9988018
550 462 0.97251725
550 547 0.90984017
550 989 0.93477726
550 995 0.90043795
551 7 0.9823759
551 11 0.95760167
551 61 0.9246516
551 68 0.99773407
551 74 0.9816628
551 99 0.97838736
551 109 0.992392
551 151 0.9990464
551 202 0.9394435
551 233 0.9341275
551 279 0.9935702
551 280 0.9955063
551 289 0.9800497
551 318 0.96175027
551 323 0.9356942
551 328 0.96549714
551 367 0.99266773
551 390 0.9375361
551 427 0.99584997
551 431 0.9971897
551 436 0.9291685
551 461 0.913833
551 609 0.9953797
551 697 0.9921302
551 810 0.93789846
551 898 0.93954927
551 988 0.9934028
551 989 0.99124324
552 27 0.9607059
552 165 0.9887799
552 436 0.9975083
553 7 0.9991904
553 11 0.95927155
553 27 0.955083
553 65 0.90067977
553 84 0.9784828
553 109 0.99630034
553 151 0.9993049
553 247 0.9767919
553 289 0.9877104
553 367 0.99449724
553 408 0.9752416
553 454 0.9112378
553 1170 0.99489236
554 11 0.99787307
554 50 0.99946564
554 99 0.99962103
554 100 0.9861173
554 116 0.99409074
554 120 0.918547
554 151 0.9944804
554 165 0.9994149
554 224 0.99802375
554 233 0.97949547
554 279 0.9996308
554 280 0.9731876
554 303 0.95971775
554 310 0.95896745
554 329 0.999316
554 461 0.9970848
554 625 0.9734639
554 989 0.908205
554 990 0.9555651
554 1035 0.9127955
554 1169 0.9214554
555 50 0.9724813
555 99 0.92751163
555 109 0.9828483
555 165 0.97920644
555 395 0.9594458
555 408 0.9063752
557 68 0.9684254
558 120 0.9072735
558 367 0.97639686
558 427 0.99297816
558 431 0.9146048
558 460 0.9996277
558 986 0.9605546
559 165 0.9646317
560 50 0.9499396
560 165 0.96688306
560 303 0.96903604
562 27 0.92417854
562 63 0.9860444
562 68 0.95462143
562 72 0.9984176
562 94 0.93643165
562 118 0.9252488
562 120 0.9795115
562 140 0.9953497
562 165 0.95651764
562 224 0.9549418
562 233 0.960034
562 238 0.96463335
562 283 0.9508528
562 310 0.95350707
562 328 0.9852299
562 329 0.9685287
562 363 0.9946398
562 402 0.9681188
562 409 0.903926
562 422 0.99934596
562 424 0.9118187
562 427 0.9750826
562 430 0.9157807
562 461 0.99752325
562 473 0.92659056
562 519 0.9149269
562 527 0.98526496
562 571 0.99642736
562 925 0.9803396
562 994 0.9117304
562 999 0.9673003
562 1203 0.9405603
562 1407 0.9883918
563 165 0.9973254
563 244 0.97682106
563 257 0.9874027
563 279 0.98930395
563 289 0.9990728
563 310 0.97179306
563 329 0.9748575
563 359 0.9067687
563 443 0.9495309
564 50 0.9084664
564 176 0.976061
564 274 0.9488807
564 289 0.9623613
564 329 0.95669633
564 436 0.95208764
564 1168 0.9290699
565 84 0.98812973
565 99 0.99200773
565 109 0.9995264
565 167 0.93844104
565 176 0.96435213
565 184 0.9727429
565 244 0.9973322
565 272 0.9771517
565 290 0.9925942
565 303 0.9664083
565 331 0.91693515
565 359 0.9999174
565 363 0.9114714
565 375 0.96760935
565 443 0.9987953
